,predict,label
0,0.16653335,0.0
1,0.16653335,0.0
2,0.16653335,0.0
3,0.16653335,0.0
4,0.16653335,0.0
5,0.16653335,0.0
6,0.16653335,0.0
7,0.16653335,0.0
8,0.16653335,0.0
9,0.16653335,0.59
10,1.0015789,0.87
11,1.432426,1.4499999
12,2.2565522,2.5
13,3.7077527,2.76
14,2.9128952,3.22
15,3.6138277,2.9099998
16,2.704037,2.52
17,1.9569875,1.65
18,0.7444328,0.26999998
19,-0.3380897,0.26999998
20,0.0711869,0.0
21,0.08600581,0.0
22,0.019647479,0.0
23,0.2235403,0.0
24,0.14747381,0.0
25,0.16653335,0.0
26,0.16653335,0.0
27,0.16653335,0.0
28,0.16653335,0.0
29,0.16653335,0.0
30,0.16653335,0.0
31,0.16653335,0.0
32,0.16653335,0.0
33,0.16653335,0.0
34,0.16653335,0.0
35,0.16653335,0.0
36,0.16653335,0.0
37,0.16653335,0.0
38,0.16653335,0.0
39,0.16653335,0.0
40,0.16653335,0.65
41,1.0870953,0.81
42,1.3373618,1.31
43,2.0476813,1.4399999
44,2.0763257,1.64
45,2.7379491,4.61
46,6.2788553,6.67
47,8.372905,8.59
48,9.26666,8.63
49,9.159749,8.8
50,8.868873,8.46
51,8.102726,8.04
52,7.403532,7.69
53,7.005809,6.8799996
54,5.856967,5.67
55,4.4365892,4.7
56,3.9611359,3.36
57,2.2907197,1.53
58,0.4765793,0.83
59,0.18085277,0.47
60,0.14359748,0.0
61,-0.15267706,0.0
62,-0.17353094,0.0
63,0.17130625,0.0
