,speed
1153.0,9.71
1154.0,8.32
1155.0,6.9300000000000015
1156.0,5.540000000000001
1157.0,4.150000000000002
1158.0,2.7600000000000016
1159.0,1.370000000000001
1160.0,0.0
1161.0,0.0
1162.0,0.0
1163.0,0.0
1164.0,0.0
1165.0,0.0
1166.0,0.0
1167.0,0.0
1168.0,0.0
1169.0,0.0
1170.0,0.0
1171.0,0.0
1172.0,0.0
1173.0,0.0
1174.0,0.0
1175.0,0.0
1176.0,0.0
1177.0,0.0
1178.0,0.0
1179.0,0.0
